,word,ort,pho,wf,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,gr10,gr11,gr12,gr13,gr14,img,wn_idx
4194,shrimp,shri_mp___,_SrImp____,40.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,86.0,6.8,4476
4195,shrine,shri_ne___,_SrAn_____,65.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,57.0,5.1,4477
4196,shrines,shri_nes__,_SrAnz____,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,46.0,4.198262682418339,4478
4197,shrink,shri_nk___,_SrInk____,713.0,0.0,4.0,3.0,3.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,8.0,4.0,120.0,4.0,4479
4198,shrinks,shri_nks__,_SrInks___,96.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,37.0,4.198262682418339,4480
4199,shrive,shri_ve___,_SrAv_____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,4481
4200,shroud,shroud____,_SrWd_____,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,4482
4201,shrub,shru_b____,_Sr^b_____,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,28.0,6.3,4483
4202,shrubs,shru_bs___,_Sr^bz____,29.0,0.0,1.0,2.0,3.0,8.0,11.0,13.0,14.0,13.0,12.0,10.0,9.0,6.0,193.0,4.198262682418339,4484
4203,shrug,shru_g____,_Sr^g_____,114.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,4.2,4485
4204,shrugged,shru_gged_,_Sr^gd____,175.0,2.0,26.0,25.0,25.0,12.0,8.0,6.0,7.0,5.0,5.0,4.0,3.0,0.0,266.0,4.198262682418339,4486
4205,shrugs,shru_gs___,_Sr^gz____,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.198262682418339,4487
4206,shrunk,shru_nk___,_Sr^nk____,298.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,41.0,3.9,4488
4207,shuck,_shu_ck___,__S^k_____,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,4489
4208,shun,_shu_n____,__S^n_____,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,4490
4209,shunned,_shu_nned_,__S^nd____,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.198262682418339,4491
4210,shuns,_shu_ns___,__S^nz____,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,4492
4211,shunt,_shu_nt___,__S^nt____,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.2,4493
4212,shunts,_shu_nts__,__S^nts___,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.198262682418339,4494
4213,shush,_shu_sh___,__S^S_____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,4495
4214,shut,_shu_t____,__S^t_____,658.0,73.0,87.0,90.0,81.0,64.0,58.0,54.0,49.0,50.0,39.0,35.0,24.0,8.0,1060.0,3.9,4496
4215,shut,_shu_t____,__S^t_____,658.0,73.0,87.0,90.0,81.0,64.0,58.0,54.0,49.0,50.0,39.0,35.0,24.0,8.0,1060.0,3.9,4497
4216,shuts,_shu_ts___,__S^ts____,39.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,27.0,4.198262682418339,4498
4217,shy,_shy______,__SA______,456.0,16.0,16.0,14.0,12.0,13.0,15.0,12.0,11.0,12.0,12.0,12.0,11.0,3.0,267.0,2.9,4499
4218,sick,__si_ck___,__sIk_____,870.0,232.0,170.0,145.0,128.0,87.0,74.0,66.0,58.0,53.0,46.0,40.0,34.0,22.0,1644.0,4.1,4502
4219,side,__si_de___,__sAd_____,5678.0,413.0,429.0,422.0,466.0,480.0,480.0,480.0,474.0,456.0,424.0,395.0,349.0,183.0,7160.0,3.8,4503
4220,sides,__si_des__,__sAdz____,2521.0,21.0,60.0,79.0,78.0,88.0,95.0,97.0,103.0,107.0,112.0,111.0,94.0,55.0,1638.0,4.198262682418339,4504
4221,siege,__siege___,__siJ_____,163.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,4.0,6.0,7.0,7.0,2.0,88.0,3.0,4505
4222,sieve,__sieve___,__sIv_____,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,1.9,4506
4223,sieves,__sieves__,__sIvz____,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.198262682418339,4507
4224,sift,__si_ft___,__sIft____,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,4508
4225,sifts,__si_fts__,__sIfts___,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,4509
4226,sigh,__si_gh___,__sA______,121.0,6.0,15.0,18.0,15.0,13.0,13.0,12.0,11.0,9.0,7.0,5.0,2.0,0.0,280.0,3.6,4510
4227,sighed,__si_ghed_,__sAd_____,23.0,25.0,75.0,67.0,53.0,36.0,28.0,23.0,18.0,12.0,7.0,5.0,3.0,0.0,635.0,4.198262682418339,4511
4228,sighs,__si_ghs__,__sAz_____,104.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,36.0,4.198262682418339,4512
4229,sight,__si_ght__,__sAt_____,644.0,24.0,88.0,112.0,125.0,119.0,109.0,103.0,100.0,96.0,85.0,80.0,69.0,43.0,1763.0,3.2,4513
4230,sights,__si_ghts_,__sAts____,180.0,0.0,4.0,7.0,8.0,9.0,9.0,10.0,12.0,11.0,11.0,9.0,8.0,3.0,169.0,4.198262682418339,4514
4231,sign,__si_gn___,__sAn_____,4058.0,247.0,133.0,120.0,118.0,104.0,92.0,87.0,80.0,75.0,70.0,75.0,72.0,47.0,1843.0,6.2,4515
4232,signs,__si_gns__,__sAnz____,3060.0,88.0,57.0,49.0,48.0,51.0,52.0,54.0,59.0,54.0,61.0,58.0,57.0,49.0,1114.0,4.198262682418339,4516
4233,silk,__si_lk___,__sIlk____,178.0,8.0,14.0,18.0,19.0,25.0,33.0,33.0,33.0,32.0,36.0,33.0,29.0,16.0,552.0,5.9,4517
4234,silks,__si_lks__,__sIlks___,10.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,1.0,88.0,4.198262682418339,4518
4235,sill,__si_ll___,__sIl_____,8.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,88.0,2.9,4519
4236,sills,__si_lls__,__sIlz____,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.198262682418339,4520
4237,silt,__si_lt___,__sIlt____,15.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,95.0,4.0,4521
4238,sin,__si_n____,__sIn_____,196.0,0.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,8.0,147.0,3.0,4523
4239,since,__si_nce__,__sIns____,32522.0,55.0,149.0,200.0,258.0,345.0,402.0,423.0,436.0,451.0,484.0,505.0,546.0,640.0,7523.0,1.8,4524
4240,sing,__si_ng___,__sIng____,280.0,126.0,71.0,58.0,54.0,40.0,31.0,26.0,26.0,22.0,17.0,13.0,10.0,1.0,733.0,4.9,4525
4241,singe,__si_nge__,__sInJ____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,4526
4242,sings,__si_ngs__,__sIngz___,156.0,9.0,7.0,8.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,79.0,4.198262682418339,4527
4243,sink,__si_nk___,__sInk____,286.0,29.0,32.0,28.0,27.0,28.0,26.0,25.0,23.0,20.0,16.0,15.0,14.0,5.0,438.0,5.4,4528
4244,sinks,__si_nks__,__sInks___,68.0,2.0,8.0,7.0,6.0,7.0,7.0,9.0,7.0,6.0,6.0,7.0,4.0,3.0,157.0,4.198262682418339,4529
4245,sins,__si_ns___,__sInz____,114.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,85.0,4.198262682418339,4530
4246,sioux,__sioux___,__su______,85.5,0.0,4.0,6.0,6.0,8.0,12.0,13.0,11.0,11.0,12.0,13.0,6.0,1.0,218.0,4.198262682418339,4531
4247,sioux,__sioux___,__su______,85.5,0.0,4.0,6.0,6.0,8.0,12.0,13.0,11.0,11.0,12.0,13.0,6.0,1.0,218.0,4.198262682418339,4532
4248,sip,__si_p____,__sIp_____,47.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,63.0,4.4,4533
4249,sipped,__si_pped_,__sIpt____,18.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,46.0,4.198262682418339,4534
4250,sips,__si_ps___,__sIps____,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.198262682418339,4535
4251,sir,__si_r____,__s^r_____,1835.0,63.0,102.0,102.0,110.0,95.0,82.0,72.0,73.0,69.0,60.0,59.0,50.0,21.0,1738.0,3.8,4536
4252,sire,__si_re___,__sAr_____,9.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,3.1,4537
4253,sired,__si_red__,__sArd____,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.198262682418339,4538
4254,sires,__si_res__,__sArz____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,4539
4255,sirs,__si_rs___,__s^rz____,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.198262682418339,4540
4256,sis,__si_s____,__sIs_____,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.198262682418339,4541
4257,sit,__si_t____,__sIt_____,1417.0,376.0,230.0,166.0,142.0,101.0,102.0,94.0,88.0,84.0,73.0,63.0,49.0,21.0,2046.0,4.7,4542
4258,site,__si_te___,__sAt_____,2152.0,0.0,0.0,2.0,2.0,6.0,10.0,12.0,15.0,18.0,30.0,33.0,36.0,43.0,480.0,3.3,4543
4259,sites,__si_tes__,__sAts____,1067.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,9.0,11.0,16.0,27.0,200.0,4.198262682418339,4544
4260,sits,__si_ts___,__sIts____,591.0,37.0,23.0,19.0,17.0,13.0,13.0,13.0,13.0,12.0,12.0,10.0,8.0,3.0,276.0,4.198262682418339,4545
4261,size,__si_ze___,__sAz_____,4979.0,54.0,72.0,93.0,111.0,169.0,185.0,192.0,190.0,200.0,211.0,215.0,226.0,213.0,3480.0,3.8,4546
4262,skate,_ska_te___,_sket_____,31.0,47.0,26.0,16.0,15.0,9.0,8.0,6.0,6.0,4.0,1.0,1.0,0.0,0.0,198.0,5.9,4547
4263,skates,_ska_tes__,_skets____,52.0,35.0,34.0,23.0,19.0,13.0,11.0,10.0,7.0,6.0,2.0,2.0,1.0,0.0,252.0,4.198262682418339,4548
4264,skeet,_skeet____,_skit_____,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,4549
4265,skeets,_skeets___,_skits____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.198262682418339,4550
4266,skein,_skein____,_skin_____,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.198262682418339,4551
4267,sketch,_ske_tch__,_skEtC____,64.0,0.0,3.0,5.0,4.0,4.0,7.0,6.0,7.0,7.0,9.0,9.0,8.0,9.0,199.0,5.4,4553
4268,skew,_skew_____,_skY______,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.5,4554
4269,ski,_ski______,_ski______,333.0,18.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,2.0,0.0,106.0,6.0,4555
4270,skid,_ski_d____,_skId_____,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.3,4556
4271,skids,_ski_ds___,_skIdz____,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.198262682418339,4557
4272,skies,_skies____,_skAz_____,144.0,0.0,5.0,7.0,9.0,10.0,11.0,11.0,11.0,13.0,11.0,9.0,8.0,1.0,190.0,4.198262682418339,4558
4273,skiff,_ski_ff___,_skIf_____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.198262682418339,4559
4274,skiffs,_ski_ffs__,_skIfs____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.198262682418339,4560
4275,skill,_ski_ll___,_skIl_____,371.0,9.0,4.0,14.0,21.0,36.0,50.0,57.0,54.0,56.0,65.0,65.0,69.0,91.0,974.0,2.8,4561
4276,skills,_ski_lls__,_skIlz____,1095.0,0.0,5.0,12.0,18.0,30.0,40.0,46.0,49.0,53.0,67.0,72.0,89.0,213.0,1497.0,4.198262682418339,4562
4277,skim,_ski_m____,_skIm_____,48.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,0.0,77.0,4.0,4563
4278,skimmed,_ski_mmed_,_skImd____,34.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,39.0,4.198262682418339,4564
4279,skimp,_ski_mp___,_skImp____,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4565
4280,skims,_ski_ms___,_skImz____,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.198262682418339,4566
4281,skin,_ski_n____,_skIn_____,868.0,62.0,75.0,90.0,103.0,130.0,133.0,128.0,139.0,136.0,124.0,123.0,113.0,90.0,2628.0,6.3,4567
4282,skins,_ski_ns___,_skInz____,92.0,2.0,12.0,18.0,19.0,28.0,28.0,29.0,27.0,26.0,20.0,19.0,16.0,8.0,422.0,4.198262682418339,4568
4283,skip,_ski_p____,_skIp_____,154.0,6.0,12.0,12.0,10.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,1.0,175.0,4.2,4569
4284,skipped,_ski_pped_,_skIpt____,76.0,17.0,8.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,1.0,0.0,106.0,4.198262682418339,4570
4285,skips,_ski_ps___,_skIps____,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.198262682418339,4571
4286,skirt,_ski_rt___,_sk^rt____,142.0,9.0,13.0,18.0,17.0,9.0,7.0,8.0,9.0,9.0,9.0,8.0,6.0,1.0,251.0,6.7,4572
4287,skirts,_ski_rts__,_sk^rts___,114.0,2.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,3.0,1.0,130.0,4.198262682418339,4573
4288,skis,_ski_s____,_skiz_____,52.0,6.0,2.0,6.0,7.0,8.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,0.0,97.0,4.198262682418339,4574
4289,skit,_ski_t____,_skIt_____,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.9,4575
4290,skits,_ski_ts___,_skIts____,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.198262682418339,4576
4291,skulk,_sku_lk___,_sk^lk____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,4578
4292,skulked,_sku_lked_,_sk^lkt___,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.198262682418339,4579
4293,skulks,_sku_lks__,_sk^lks___,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,4580
4294,skull,_sku_ll___,_sk^l_____,77.0,2.0,4.0,10.0,11.0,18.0,17.0,18.0,18.0,18.0,16.0,17.0,17.0,12.0,349.0,6.5,4581
4295,skulls,_sku_lls__,_sk^lz____,22.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,68.0,4.198262682418339,4582
4296,skunk,_sku_nk___,_sk^nk____,27.0,49.0,17.0,7.0,3.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,118.0,6.5,4583
4297,skunks,_sku_nks__,_sk^nks___,4.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,56.0,4.198262682418339,4584
4298,sky,_sky______,_skA______,496.0,404.0,254.0,205.0,195.0,195.0,191.0,179.0,167.0,154.0,123.0,102.0,75.0,16.0,3245.0,6.5,4585
4299,slab,_sla_b____,_sl@b_____,96.0,0.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,91.0,4.2,4586
4300,slabs,_sla_bs___,_sl@bz____,78.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,6.0,7.0,1.0,91.0,4.198262682418339,4587
4301,slack,_sla_ck___,_sl@k_____,293.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,61.0,3.1,4588
4302,slacks,_sla_cks__,_sl@ks____,55.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,62.0,4.198262682418339,4589
4303,slag,_sla_g____,_sl@g_____,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.2,4590
4304,slake,_sla_ke___,_slek_____,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.198262682418339,4591
4305,slaked,_sla_ked__,_slekt____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.198262682418339,4592
4306,slakes,_sla_kes__,_sleks____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,4593
4307,slam,_sla_m____,_sl@m_____,115.0,7.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,71.0,3.8,4594
4308,slammed,_sla_mmed_,_sl@md____,88.0,11.0,26.0,19.0,16.0,12.0,11.0,10.0,7.0,5.0,3.0,2.0,1.0,0.0,216.0,4.198262682418339,4595
4309,slams,_sla_ms___,_sl@mz____,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.198262682418339,4596
4310,slang,_sla_ng___,_sl@ng____,43.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,7.0,6.0,7.0,8.0,6.0,127.0,3.1,4597
4311,slant,_sla_nt___,_sl@nt____,38.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,72.0,4.0,4599
4312,slants,_sla_nts__,_sl@nts___,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.198262682418339,4600
4313,slap,_sla_p____,_sl@p_____,151.0,5.0,2.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0,90.0,5.0,4601
4314,slapped,_sla_pped_,_sl@pt____,133.0,3.0,12.0,13.0,12.0,6.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0,147.0,4.198262682418339,4602
4315,slaps,_sla_ps___,_sl@ps____,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.198262682418339,4603
4316,slash,_sla_sh___,_sl@S_____,550.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,37.0,4.4,4604
4317,slashed,_sla_shed_,_sl@St____,638.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,41.0,4.198262682418339,4605
4318,slat,_sla_t____,_sl@t_____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4606
4319,slate,_sla_te___,_slet_____,732.0,1.0,0.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,108.0,4.4,4607
4320,slates,_sla_tes__,_slets____,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.198262682418339,4608
4321,slats,_sla_ts___,_sl@ts____,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.198262682418339,4609
4322,slave,_sla_ve___,_slev_____,117.0,8.0,20.0,21.0,24.0,25.0,33.0,30.0,32.0,33.0,37.0,41.0,47.0,31.0,877.0,5.7,4610
4323,slaves,_sla_ves__,_slevz____,96.0,7.0,17.0,23.0,26.0,39.0,49.0,51.0,50.0,49.0,61.0,62.0,59.0,48.0,1379.0,4.198262682418339,4611
4324,slaw,_slaw_____,_sla______,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3,4612
4325,slay,_slay_____,_sle______,16.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,43.0,3.8,4613
4326,slays,_slays____,_slez_____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,4614
4327,sled,_sle_d____,_slEd_____,54.0,17.0,21.0,26.0,25.0,15.0,11.0,8.0,4.0,5.0,6.0,6.0,4.0,0.0,277.0,6.6,4615
4328,sleek,_sleek____,_slik_____,119.0,1.0,2.0,1.0,4.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,1.0,102.0,3.5,4616
4329,sleep,_sleep____,_slip_____,529.0,477.0,288.0,213.0,181.0,130.0,117.0,109.0,102.0,96.0,78.0,72.0,57.0,20.0,2597.0,5.5,4617
4330,sleeps,_sleeps___,_slips____,51.0,13.0,10.0,9.0,7.0,6.0,6.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,106.0,4.198262682418339,4618
4331,sleet,_sleet____,_slit_____,9.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,64.0,4.3,4619
4332,sleets,_sleets___,_slits____,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.198262682418339,4620
4333,sleeve,_sleeve___,_sliv_____,38.0,3.0,11.0,10.0,9.0,7.0,7.0,7.0,7.0,6.0,5.0,4.0,5.0,1.0,170.0,6.5,4621
4334,sleeves,_sleeves__,_slivz____,71.0,0.0,6.0,8.0,9.0,7.0,9.0,9.0,9.0,8.0,9.0,8.0,5.0,1.0,162.0,4.198262682418339,4622
4335,sleight,_sleight__,_slAt_____,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.3,4623
4336,sleights,_sleights_,_slAts____,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198262682418339,4624
4337,slept,_sle_pt___,_slEpt____,108.0,18.0,44.0,48.0,52.0,48.0,42.0,38.0,34.0,30.0,20.0,18.0,10.0,1.0,674.0,4.5,4625
4338,slew,_slew_____,_slu______,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.5,4626
4339,slice,_sli_ce___,_slAs_____,257.0,3.0,6.0,7.0,11.0,12.0,13.0,10.0,9.0,7.0,7.0,6.0,4.0,3.0,177.0,5.3,4627
4340,slick,_sli_ck___,_slIk_____,226.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,47.0,4.0,4628
4341,slid,_sli_d____,_slId_____,1039.0,29.0,32.0,26.0,27.0,19.0,18.0,14.0,17.0,17.0,14.0,12.0,9.0,1.0,411.0,4.1,4629
4342,slide,_sli_de___,_slAd_____,1476.0,12.0,21.0,24.0,28.0,28.0,16.0,17.0,17.0,17.0,16.0,19.0,18.0,14.0,517.0,5.2,4630
4343,slides,_sli_des__,_slAdz____,229.0,1.0,4.0,5.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,133.0,4.198262682418339,4631
4344,slight,_sli_ght__,_slAt_____,1192.0,0.0,3.0,9.0,12.0,17.0,19.0,24.0,23.0,26.0,31.0,32.0,34.0,32.0,461.0,2.3,4632
4345,slim,_sli_m____,_slIm_____,456.0,7.0,4.0,10.0,10.0,8.0,10.0,10.0,9.0,9.0,8.0,7.0,5.0,1.0,216.0,4.9,4633
4346,slime,_sli_me___,_slAm_____,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,48.0,5.8,4634
4347,sling,_sli_ng___,_slIng____,12.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,59.0,5.0,4635
4348,slings,_sli_ngs__,_slIngz___,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.198262682418339,4636
